Value,Filename,Status,Doc status
1,test doc (1).docx,Processed
2,uipath-pricing-miracle-v1.0.pptx,Processed
3,EW_CICD_with_PCF_and_GCP_RawDescription.docx,Processed
4,1529013669920_share-chatbots-april2018-v1.1.pptx,Processed
5,1556908566034_IBM Watson Studio (1).pptx,Processed
6,1529078324508_MIL_CICD_Azure_VSTS_v1.2.pptx,Processed
